transaction_id,customer_id,transaction_amount,payment_method,device_type,location,merchant_category,is_international,account_age_days,fraud_flag,transaction_timestamp,transaction_frequency_24h,avg_transaction_amount_7d,unusual_amount_flag,multiple_transactions_short_time,velocity_flag,risk_score,fraud_risk
T0000195,C25325,91.49,"Google Pay",Desktop,Germany,Luxury,1,559,1,"2025-06-13 19:56:00",0,NULL,0,0,0,0,Low
T0000196,C20818,167.51,"Apple Pay",Tablet,Canada,Electronics,1,1287,1,"2025-06-15 19:56:00",0,78.78,1,0,0,1,Medium
T0000197,C15366,27.46,PayPal,Desktop,Germany,Gaming,1,1875,0,"2025-09-16 19:56:00",0,NULL,0,0,0,0,Low
T0000198,C02432,50.24,PayPal,Desktop,USA,Groceries,1,1910,0,"2025-11-23 19:56:00",0,NULL,0,0,0,0,Low
T0000199,C02515,16.37,"Apple Pay",Tablet,Germany,Gaming,0,1190,0,"2025-06-04 19:56:00",0,NULL,0,0,0,0,Low
T0000200,C18164,31.25,PayPal,Tablet,Australia,Gaming,1,104,1,"2026-04-09 19:56:00",0,NULL,0,0,0,0,Low
T0000201,C15586,109.49,PayPal,Mobile,India,Luxury,0,1316,0,"2025-08-17 19:56:00",0,NULL,0,0,0,0,Low
T0000202,C02764,50.9,"Google Pay",Mobile,UK,Gaming,0,311,1,"2025-08-15 19:56:00",0,NULL,0,0,0,0,Low
T0000203,C19983,114.53,"Apple Pay",Desktop,Canada,Groceries,1,994,1,"2026-02-08 19:56:00",0,NULL,0,0,0,0,Low
T0000204,C22247,35.49,"Credit Card",Tablet,Australia,Groceries,0,1013,0,"2025-06-28 19:56:00",0,NULL,0,0,0,0,Low
T0000205,C03097,99.93,PayPal,Desktop,Canada,Electronics,1,1873,0,"2025-07-19 19:56:00",0,NULL,0,0,0,0,Low
T0000206,C19096,126.45,"Debit Card",Desktop,Canada,Gaming,0,1938,0,"2025-05-26 19:56:00",0,NULL,0,0,0,0,Low
T0000207,C23228,66.22,"Debit Card",Tablet,India,Luxury,1,1759,1,"2026-03-18 19:56:00",0,NULL,0,0,0,0,Low
T0000208,C23031,289.87,"Google Pay",Tablet,Australia,Groceries,0,1379,1,"2025-05-15 19:56:00",0,NULL,0,0,0,0,Low
T0000209,C00598,219.09,"Apple Pay",Mobile,UK,Fashion,1,1864,1,"2025-10-27 19:56:00",0,NULL,0,0,0,0,Low
T0000210,C07424,44.78,"Google Pay",Mobile,Canada,Luxury,0,1464,0,"2026-02-19 19:56:00",0,NULL,0,0,0,0,Low
T0000211,C28957,6.76,"Google Pay",Tablet,Canada,Travel,0,126,0,"2025-08-04 19:56:00",0,NULL,0,0,0,0,Low
T0000212,C05055,111.08,"Apple Pay",Tablet,Germany,Electronics,0,1635,0,"2026-02-06 19:56:00",0,NULL,0,0,0,0,Low
T0000213,C13464,302.87,"Apple Pay",Desktop,Germany,Fashion,0,427,1,"2025-10-26 19:56:00",0,NULL,0,0,0,0,Low
T0000214,C17499,300.79,"Google Pay",Desktop,UK,Travel,1,1212,1,"2025-12-29 19:56:00",0,NULL,0,0,0,0,Low
T0000215,C15129,34.24,"Debit Card",Tablet,Germany,Fashion,1,1889,1,"2025-12-07 19:56:00",0,NULL,0,0,0,0,Low
T0000216,C26256,44.78,PayPal,Desktop,USA,Gaming,0,165,1,"2025-06-25 19:56:00",0,194.16,0,0,0,0,Low
T0000217,C03362,28.69,PayPal,Desktop,USA,Travel,0,1394,0,"2025-05-01 19:56:00",0,NULL,0,0,0,0,Low
T0000218,C29666,19.31,"Apple Pay",Desktop,USA,Groceries,0,1393,0,"2025-08-11 19:56:00",0,NULL,0,0,0,0,Low
T0000219,C00874,83.71,"Debit Card",Desktop,Germany,Travel,0,1924,0,"2025-09-30 19:56:00",0,NULL,0,0,0,0,Low
T0000220,C02675,193,PayPal,Mobile,Canada,Fashion,0,1338,1,"2025-10-21 19:56:00",0,NULL,0,0,0,0,Low
T0000221,C04509,4.47,"Apple Pay",Desktop,Australia,Travel,1,27,1,"2026-04-11 19:56:00",0,NULL,0,0,0,0,Low
T0000222,C20164,41.78,"Google Pay",Mobile,Canada,Luxury,0,511,0,"2026-04-28 19:56:00",0,266.35,0,0,0,0,Low
T0000223,C19952,69.74,"Credit Card",Mobile,Canada,Fashion,1,840,0,"2025-08-03 19:56:00",0,NULL,0,0,0,0,Low
T0000224,C13757,13.04,"Credit Card",Mobile,USA,Luxury,1,809,1,"2025-06-07 19:56:00",0,NULL,0,0,0,0,Low
T0000225,C16888,38.14,"Apple Pay",Tablet,UK,Electronics,0,96,0,"2025-07-10 19:56:00",0,NULL,0,0,0,0,Low
T0000226,C20147,463.2,"Credit Card",Tablet,India,Gaming,0,322,0,"2025-11-01 19:56:00",0,NULL,0,0,0,0,Low
T0000227,C11817,30.12,"Apple Pay",Desktop,India,Groceries,0,337,0,"2026-03-27 19:56:00",0,NULL,0,0,0,0,Low
T0000228,C08312,13.19,"Credit Card",Mobile,Canada,Gaming,1,1637,0,"2026-04-22 19:56:00",0,NULL,0,0,0,0,Low
T0000229,C24091,32.65,"Debit Card",Mobile,Canada,Luxury,0,1945,0,"2025-11-11 19:56:00",0,NULL,0,0,0,0,Low
T0000230,C15225,60.74,"Credit Card",Tablet,UK,Luxury,1,16,0,"2025-05-09 19:56:00",0,NULL,0,0,0,0,Low
T0000231,C25435,120.37,"Debit Card",Desktop,UK,Electronics,0,1657,0,"2025-09-08 19:56:00",0,NULL,0,0,0,0,Low
T0000232,C10342,24.02,"Credit Card",Tablet,India,Luxury,1,523,1,"2025-11-23 19:56:00",0,NULL,0,0,0,0,Low
T0000233,C06263,289.79,PayPal,Mobile,Australia,Travel,1,1032,1,"2025-12-05 19:56:00",0,NULL,0,0,0,0,Low
T0000234,C29147,57.3,"Apple Pay",Desktop,Canada,Luxury,1,270,1,"2025-10-08 19:56:00",0,NULL,0,0,0,0,Low
T0000235,C16303,50.81,"Google Pay",Mobile,Australia,Fashion,1,949,1,"2025-10-24 19:56:00",0,NULL,0,0,0,0,Low
T0000236,C17875,29.74,PayPal,Mobile,USA,Travel,1,723,1,"2025-12-01 19:56:00",0,NULL,0,0,0,0,Low
T0000237,C19747,100.1,"Apple Pay",Tablet,India,Electronics,0,1915,0,"2025-09-24 19:56:00",0,NULL,0,0,0,0,Low
T0000238,C23817,2.73,"Credit Card",Desktop,Australia,Luxury,1,246,1,"2025-11-01 19:56:00",0,65.26,0,0,0,0,Low
T0000239,C20891,61.81,"Credit Card",Tablet,Australia,Fashion,1,503,0,"2025-10-05 19:56:00",0,NULL,0,0,0,0,Low
T0000240,C27810,499.27,PayPal,Mobile,UK,Groceries,1,1760,1,"2025-06-23 19:56:00",0,NULL,0,0,0,0,Low
T0000241,C12546,137.93,PayPal,Tablet,UK,Groceries,0,51,0,"2025-07-14 19:56:00",0,NULL,0,0,0,0,Low
T0000242,C14548,103.11,PayPal,Tablet,Canada,Luxury,0,1186,1,"2026-03-22 19:56:00",0,NULL,0,0,0,0,Low
T0000243,C09133,82.57,"Apple Pay",Mobile,Australia,Gaming,0,351,0,"2025-12-24 19:56:00",0,NULL,0,0,0,0,Low
T0000244,C03859,17.66,"Google Pay",Tablet,India,Groceries,1,177,0,"2025-12-17 19:56:00",0,NULL,0,0,0,0,Low
T0000245,C22741,34.64,"Apple Pay",Mobile,UK,Electronics,0,1718,0,"2025-08-22 19:56:00",0,NULL,0,0,0,0,Low
T0000246,C26559,218.5,"Google Pay",Tablet,Canada,Gaming,1,1591,1,"2025-05-16 19:56:00",0,NULL,0,0,0,0,Low
T0000247,C09515,5.77,PayPal,Tablet,Australia,Gaming,0,828,0,"2025-11-28 19:56:00",0,NULL,0,0,0,0,Low
T0000248,C07348,11.36,"Google Pay",Mobile,UK,Gaming,0,1812,0,"2026-02-27 19:56:00",0,NULL,0,0,0,0,Low
T0000249,C12089,40.88,PayPal,Tablet,USA,Travel,0,1343,0,"2025-09-03 19:56:00",0,NULL,0,0,0,0,Low
T0000250,C23493,77.56,"Debit Card",Desktop,Germany,Groceries,1,1345,0,"2025-08-28 19:56:00",0,NULL,0,0,0,0,Low
T0000251,C21049,29.04,"Debit Card",Desktop,Australia,Gaming,1,1772,1,"2026-03-24 19:56:00",0,NULL,0,0,0,0,Low
T0000252,C20965,221.06,"Google Pay",Mobile,India,Fashion,0,491,1,"2025-07-04 19:56:00",1,3.91,1,0,0,1,Medium
T0000253,C09966,117.17,PayPal,Desktop,Australia,Gaming,0,305,0,"2026-02-05 19:56:00",0,NULL,0,0,0,0,Low
T0000254,C29325,156.32,"Debit Card",Desktop,UK,Luxury,0,34,0,"2025-12-06 19:56:00",0,NULL,0,0,0,0,Low
T0000255,C09923,33.95,"Google Pay",Tablet,Australia,Gaming,0,181,0,"2025-06-20 19:56:00",0,NULL,0,0,0,0,Low
T0000256,C05053,411.92,"Credit Card",Tablet,USA,Electronics,1,1646,1,"2026-02-02 19:56:00",0,NULL,0,0,0,0,Low
T0000257,C21020,11.53,"Google Pay",Tablet,UK,Luxury,1,339,1,"2025-07-09 19:56:00",0,NULL,0,0,0,0,Low
T0000258,C00993,140.76,"Debit Card",Tablet,Canada,Luxury,1,1809,1,"2025-08-19 19:56:00",0,NULL,0,0,0,0,Low
T0000259,C13307,122.25,"Apple Pay",Mobile,Australia,Travel,1,475,0,"2025-11-29 19:56:00",0,NULL,0,0,0,0,Low
T0000260,C15219,80.67,PayPal,Tablet,UK,Luxury,1,1571,1,"2026-01-16 19:56:00",0,NULL,0,0,0,0,Low
T0000261,C28206,4.83,"Apple Pay",Mobile,Canada,Electronics,1,1952,0,"2025-11-05 19:56:00",0,NULL,0,0,0,0,Low
T0000262,C08765,97.38,"Apple Pay",Mobile,USA,Gaming,0,1552,0,"2025-09-12 19:56:00",0,NULL,0,0,0,0,Low
T0000263,C13702,42.35,"Debit Card",Desktop,Germany,Fashion,0,603,0,"2025-12-24 19:56:00",0,NULL,0,0,0,0,Low
T0000264,C16328,164.01,"Credit Card",Desktop,Canada,Electronics,1,1476,1,"2025-08-10 19:56:00",0,NULL,0,0,0,0,Low
T0000265,C12886,211.87,PayPal,Mobile,UK,Travel,1,629,1,"2025-08-15 19:56:00",0,NULL,0,0,0,0,Low
T0000266,C19580,15.42,"Credit Card",Desktop,Germany,Travel,1,945,0,"2025-05-31 19:56:00",0,NULL,0,0,0,0,Low
T0000267,C04389,69.8,"Apple Pay",Desktop,Canada,Electronics,1,1549,0,"2025-12-16 19:56:00",0,NULL,0,0,0,0,Low
T0000268,C18687,187.69,"Credit Card",Desktop,Germany,Travel,0,25,0,"2025-07-17 19:56:00",0,185.40,0,0,0,0,Low
T0000269,C16524,66.79,"Debit Card",Tablet,Australia,Electronics,1,1203,1,"2025-09-12 19:56:00",0,NULL,0,0,0,0,Low
T0000270,C12908,556.79,"Debit Card",Tablet,Canada,Gaming,1,1307,1,"2025-10-21 19:56:00",0,NULL,0,0,0,0,Low
T0000271,C16683,335.76,"Apple Pay",Mobile,USA,Gaming,0,38,1,"2025-10-07 19:56:00",0,NULL,0,0,0,0,Low
T0000272,C14975,174.9,"Debit Card",Desktop,Germany,Travel,0,706,1,"2026-02-13 19:56:00",0,NULL,0,0,0,0,Low
T0000273,C20202,104.32,"Google Pay",Tablet,Germany,Groceries,1,935,1,"2025-11-28 19:56:00",0,NULL,0,0,0,0,Low
T0000274,C15562,64.91,"Apple Pay",Desktop,Australia,Gaming,1,1722,0,"2026-04-22 19:56:00",0,NULL,0,0,0,0,Low
T0000275,C10082,14.05,"Google Pay",Tablet,India,Gaming,0,333,1,"2025-05-13 19:56:00",0,NULL,0,0,0,0,Low
T0000276,C07457,150.87,"Debit Card",Mobile,Germany,Electronics,1,958,1,"2026-04-04 19:56:00",0,NULL,0,0,0,0,Low
T0000277,C18762,528,"Debit Card",Mobile,USA,Travel,0,1377,1,"2025-05-07 19:56:00",0,NULL,0,0,0,0,Low
T0000278,C22627,15.95,"Credit Card",Tablet,Germany,Luxury,1,948,1,"2026-01-16 19:56:00",0,NULL,0,0,0,0,Low
T0000279,C04525,106.57,"Google Pay",Tablet,Canada,Travel,0,1095,0,"2025-08-08 19:56:00",0,NULL,0,0,0,0,Low
T0000280,C10282,114.05,PayPal,Tablet,Canada,Gaming,1,1604,1,"2026-02-01 19:56:00",0,NULL,0,0,0,0,Low
T0000281,C15866,61.62,"Debit Card",Desktop,Germany,Groceries,0,1276,1,"2026-01-22 19:56:00",0,119.67,0,0,0,0,Low
T0000282,C25270,86.26,PayPal,Tablet,Australia,Travel,0,227,1,"2025-12-04 19:56:00",0,NULL,0,0,0,0,Low
T0000283,C11430,4.49,"Apple Pay",Desktop,USA,Groceries,1,1806,1,"2025-07-18 19:56:00",0,NULL,0,0,0,0,Low
T0000284,C25332,119.24,"Apple Pay",Mobile,Canada,Luxury,1,1053,0,"2026-02-15 19:56:00",0,NULL,0,0,0,0,Low
T0000285,C08404,633.61,PayPal,Mobile,Germany,Fashion,0,699,1,"2025-08-28 19:56:00",0,7.29,1,0,0,1,Medium
T0000286,C03580,81.08,"Credit Card",Mobile,USA,Electronics,0,790,0,"2025-06-19 19:56:00",0,NULL,0,0,0,0,Low
T0000287,C13544,30.4,"Google Pay",Mobile,Australia,Fashion,1,1643,1,"2025-11-12 19:56:00",0,NULL,0,0,0,0,Low
T0000288,C13334,73.37,PayPal,Desktop,Australia,Groceries,1,1574,0,"2025-05-31 19:56:00",0,NULL,0,0,0,0,Low
T0000289,C09353,263.51,"Credit Card",Mobile,Australia,Fashion,0,530,0,"2025-06-04 19:56:00",0,NULL,0,0,0,0,Low
T0000290,C13694,47.89,PayPal,Desktop,India,Electronics,0,1259,0,"2026-01-30 19:56:00",0,NULL,0,0,0,0,Low
T0000291,C00304,63,"Google Pay",Desktop,Canada,Gaming,0,1209,0,"2025-11-29 19:56:00",0,NULL,0,0,0,0,Low
T0000292,C16185,82.19,PayPal,Desktop,UK,Fashion,1,805,0,"2026-02-21 19:56:00",0,NULL,0,0,0,0,Low
T0000293,C23958,9.5,PayPal,Tablet,UK,Groceries,1,233,0,"2025-09-08 19:56:00",0,NULL,0,0,0,0,Low
T0000294,C18606,87.1,"Google Pay",Mobile,Germany,Groceries,0,49,0,"2025-05-20 19:56:00",0,NULL,0,0,0,0,Low
T0000295,C02843,100.09,"Debit Card",Mobile,UK,Electronics,0,345,1,"2025-10-07 19:56:00",0,NULL,0,0,0,0,Low
T0000296,C08546,128.91,PayPal,Desktop,Canada,Gaming,0,790,0,"2025-10-16 19:56:00",0,NULL,0,0,0,0,Low
T0000297,C23688,217.69,"Debit Card",Desktop,Australia,Electronics,0,200,1,"2025-07-11 19:56:00",0,NULL,0,0,0,0,Low
T0000298,C21883,144.07,"Google Pay",Desktop,UK,Luxury,1,566,1,"2026-03-01 19:56:00",0,NULL,0,0,0,0,Low
T0000299,C25227,246.54,"Google Pay",Tablet,Canada,Fashion,0,1427,0,"2025-11-22 19:56:00",0,NULL,0,0,0,0,Low
T0000300,C07181,205.74,"Google Pay",Mobile,India,Travel,1,365,1,"2026-02-21 19:56:00",0,NULL,0,0,0,0,Low
T0000301,C24817,97.48,"Google Pay",Mobile,Australia,Luxury,0,1257,0,"2025-07-29 19:56:00",0,NULL,0,0,0,0,Low
T0000302,C11855,10.54,"Debit Card",Mobile,Germany,Fashion,0,369,0,"2026-03-22 19:56:00",0,NULL,0,0,0,0,Low
T0000303,C10752,36.1,"Apple Pay",Mobile,Australia,Electronics,1,684,1,"2025-08-07 19:56:00",0,NULL,0,0,0,0,Low
T0000304,C29455,16.5,"Apple Pay",Mobile,India,Gaming,1,1266,0,"2025-08-12 19:56:00",0,NULL,0,0,0,0,Low
T0000305,C01892,395.59,"Apple Pay",Tablet,Canada,Groceries,1,998,1,"2025-07-18 19:56:00",0,NULL,0,0,0,0,Low
T0000306,C26754,186.6,"Apple Pay",Tablet,USA,Groceries,0,1357,0,"2026-04-29 19:56:00",0,NULL,0,0,0,0,Low
T0000307,C22951,42.97,"Debit Card",Mobile,India,Fashion,0,1939,0,"2026-03-29 19:56:00",0,NULL,0,0,0,0,Low
T0000308,C25095,77,"Apple Pay",Desktop,India,Travel,1,219,1,"2025-06-06 19:56:00",0,NULL,0,0,0,0,Low
T0000309,C02630,246.25,"Debit Card",Tablet,Canada,Gaming,0,1260,1,"2025-05-16 19:56:00",0,NULL,0,0,0,0,Low
T0000310,C12880,108.29,"Credit Card",Tablet,UK,Groceries,0,1066,1,"2025-08-03 19:56:00",0,5.13,1,0,0,1,Medium
T0000311,C15172,46.92,"Debit Card",Tablet,India,Travel,1,1515,0,"2025-05-21 19:56:00",0,40.19,0,0,0,0,Low
T0000312,C11343,38.36,"Apple Pay",Mobile,Australia,Gaming,1,406,1,"2026-02-10 19:56:00",0,NULL,0,0,0,0,Low
T0000313,C25103,231.07,"Apple Pay",Mobile,USA,Gaming,0,893,0,"2026-04-22 19:56:00",0,NULL,0,0,0,0,Low
T0000314,C22021,219.87,"Debit Card",Mobile,Australia,Gaming,0,1572,1,"2025-05-05 19:56:00",0,NULL,0,0,0,0,Low
T0000315,C07120,243.04,"Google Pay",Tablet,Canada,Groceries,0,998,1,"2026-04-02 19:56:00",0,NULL,0,0,0,0,Low
T0000316,C18923,345.07,"Google Pay",Mobile,Canada,Fashion,1,1986,1,"2025-06-28 19:56:00",0,NULL,0,0,0,0,Low
T0000317,C13552,70.07,"Apple Pay",Mobile,Germany,Gaming,1,943,1,"2025-11-28 19:56:00",0,NULL,0,0,0,0,Low
T0000318,C16241,31.36,"Google Pay",Tablet,Australia,Groceries,1,802,1,"2026-04-06 19:56:00",0,NULL,0,0,0,0,Low
T0000319,C22817,150.6,"Google Pay",Mobile,Canada,Travel,1,1617,1,"2025-09-29 19:56:00",0,NULL,0,0,0,0,Low
T0000320,C07897,20.81,"Credit Card",Tablet,UK,Gaming,1,529,1,"2026-01-05 19:56:00",0,NULL,0,0,0,0,Low
T0000321,C13523,176.84,"Debit Card",Desktop,UK,Groceries,0,358,1,"2025-09-29 19:56:00",0,NULL,0,0,0,0,Low
T0000322,C21192,16.88,"Credit Card",Desktop,USA,Groceries,1,908,0,"2026-03-21 19:56:00",0,NULL,0,0,0,0,Low
T0000323,C12360,24.62,PayPal,Mobile,UK,Groceries,0,1927,0,"2025-05-21 19:56:00",1,45.60,0,0,0,0,Low
T0000324,C29786,138.84,"Apple Pay",Mobile,Australia,Fashion,0,965,0,"2026-04-23 19:56:00",0,NULL,0,0,0,0,Low
T0000325,C22795,7.96,PayPal,Desktop,UK,Travel,0,1377,0,"2025-06-25 19:56:00",0,NULL,0,0,0,0,Low
T0000326,C15279,68.14,"Google Pay",Desktop,Canada,Travel,1,283,1,"2025-07-31 19:56:00",0,NULL,0,0,0,0,Low
T0000327,C15271,136.9,PayPal,Desktop,UK,Travel,1,1334,1,"2026-03-11 19:56:00",0,NULL,0,0,0,0,Low
T0000328,C01499,169.79,PayPal,Tablet,UK,Gaming,0,223,0,"2025-07-16 19:56:00",0,NULL,0,0,0,0,Low
T0000329,C19138,165.95,PayPal,Desktop,UK,Fashion,1,1079,1,"2025-07-08 19:56:00",0,NULL,0,0,0,0,Low
T0000330,C12447,18.45,PayPal,Desktop,Germany,Travel,0,682,0,"2025-07-13 19:56:00",0,NULL,0,0,0,0,Low
T0000331,C23710,98.42,"Debit Card",Desktop,UK,Fashion,1,234,1,"2025-06-06 19:56:00",0,NULL,0,0,0,0,Low
T0000332,C23604,11.04,"Credit Card",Mobile,Germany,Luxury,1,125,1,"2025-07-25 19:56:00",0,NULL,0,0,0,0,Low
T0000333,C01590,53.14,"Debit Card",Mobile,Australia,Electronics,1,1719,0,"2026-04-27 19:56:00",0,NULL,0,0,0,0,Low
T0000334,C07168,141.78,"Apple Pay",Desktop,USA,Electronics,1,1338,1,"2025-08-15 19:56:00",0,NULL,0,0,0,0,Low
T0000335,C00217,363.27,PayPal,Mobile,USA,Electronics,1,783,1,"2025-08-01 19:56:00",0,NULL,0,0,0,0,Low
T0000336,C16457,115.04,"Debit Card",Mobile,USA,Fashion,1,1893,0,"2025-05-08 19:56:00",1,34.87,1,0,0,1,Medium
T0000337,C20309,194.17,"Credit Card",Desktop,Canada,Groceries,1,1117,1,"2025-08-04 19:56:00",0,NULL,0,0,0,0,Low
T0000338,C13305,96.62,"Credit Card",Tablet,UK,Luxury,0,904,0,"2025-09-07 19:56:00",0,NULL,0,0,0,0,Low
T0000339,C28123,123.8,"Apple Pay",Mobile,India,Electronics,0,987,1,"2025-06-02 19:56:00",0,NULL,0,0,0,0,Low
T0000340,C20865,7.47,PayPal,Mobile,India,Gaming,0,1334,0,"2026-04-26 19:56:00",0,NULL,0,0,0,0,Low
T0000341,C28114,114.77,"Credit Card",Mobile,UK,Luxury,0,694,0,"2026-03-13 19:56:00",0,NULL,0,0,0,0,Low
T0000342,C09188,24.12,"Google Pay",Mobile,Canada,Fashion,0,1845,0,"2025-07-26 19:56:00",0,NULL,0,0,0,0,Low
T0000343,C24650,97.26,"Google Pay",Mobile,Canada,Travel,1,1385,0,"2025-05-01 19:56:00",1,85.02,0,0,0,0,Low
T0000344,C22186,93.83,"Credit Card",Desktop,Australia,Gaming,1,764,1,"2025-07-28 19:56:00",0,NULL,0,0,0,0,Low
T0000345,C24428,136.82,PayPal,Mobile,India,Gaming,0,912,0,"2025-11-04 19:56:00",0,NULL,0,0,0,0,Low
T0000346,C25199,74.53,"Apple Pay",Desktop,USA,Travel,1,966,1,"2025-06-20 19:56:00",0,NULL,0,0,0,0,Low
T0000347,C07476,224.69,"Credit Card",Desktop,UK,Gaming,1,1415,1,"2025-10-30 19:56:00",0,NULL,0,0,0,0,Low
T0000348,C09679,527.29,"Debit Card",Mobile,Canada,Luxury,0,617,0,"2025-12-25 19:56:00",0,NULL,0,0,0,0,Low
T0000349,C12768,106.42,"Apple Pay",Mobile,USA,Groceries,1,587,1,"2025-11-19 19:56:00",0,NULL,0,0,0,0,Low
T0000350,C24948,109.27,"Google Pay",Mobile,USA,Gaming,0,764,0,"2025-12-13 19:56:00",0,21.48,1,0,0,1,Medium
T0000351,C16792,107.68,"Google Pay",Mobile,USA,Gaming,0,1270,0,"2025-10-04 19:56:00",0,NULL,0,0,0,0,Low
T0000352,C25705,75.24,"Credit Card",Mobile,Canada,Luxury,1,803,1,"2025-11-15 19:56:00",0,NULL,0,0,0,0,Low
T0000353,C29529,150.98,"Apple Pay",Tablet,Germany,Fashion,0,535,1,"2025-07-18 19:56:00",0,NULL,0,0,0,0,Low
T0000354,C04550,426.5,"Credit Card",Desktop,India,Fashion,1,562,1,"2025-12-14 19:56:00",0,NULL,0,0,0,0,Low
T0000355,C14244,34.08,PayPal,Desktop,India,Groceries,1,1117,0,"2025-12-10 19:56:00",0,NULL,0,0,0,0,Low
T0000356,C08081,107.86,"Apple Pay",Tablet,Germany,Electronics,1,37,0,"2025-06-14 19:56:00",0,NULL,0,0,0,0,Low
T0000357,C04440,35.83,PayPal,Desktop,Canada,Travel,0,1457,0,"2025-11-26 19:56:00",0,NULL,0,0,0,0,Low
T0000358,C10969,109.57,"Apple Pay",Desktop,Canada,Groceries,0,1043,0,"2025-09-22 19:56:00",0,NULL,0,0,0,0,Low
T0000359,C05821,9.16,"Google Pay",Desktop,Australia,Fashion,1,1811,1,"2025-10-09 19:56:00",0,NULL,0,0,0,0,Low
T0000360,C10679,132.82,"Google Pay",Desktop,Canada,Fashion,1,1809,1,"2025-10-20 19:56:00",0,91.33,0,0,0,0,Low
T0000361,C19407,115.21,"Apple Pay",Tablet,Germany,Luxury,0,1317,0,"2025-07-25 19:56:00",0,NULL,0,0,0,0,Low
T0000362,C06870,4.48,"Apple Pay",Tablet,USA,Fashion,1,174,1,"2025-09-18 19:56:00",0,NULL,0,0,0,0,Low
T0000363,C20754,182.68,"Apple Pay",Desktop,Australia,Travel,0,1400,0,"2025-11-26 19:56:00",0,NULL,0,0,0,0,Low
T0000364,C02424,243.24,"Google Pay",Tablet,India,Electronics,1,1915,1,"2025-09-13 19:56:00",0,NULL,0,0,0,0,Low
T0000365,C25911,518.34,"Google Pay",Mobile,UK,Electronics,0,291,1,"2025-10-28 19:56:00",0,NULL,0,0,0,0,Low
T0000366,C18456,4.82,"Credit Card",Desktop,India,Electronics,1,1790,0,"2025-06-04 19:56:00",0,NULL,0,0,0,0,Low
T0000367,C08479,11.13,"Apple Pay",Desktop,Canada,Luxury,0,499,0,"2026-01-07 19:56:00",0,NULL,0,0,0,0,Low
T0000368,C19287,60.78,"Credit Card",Desktop,USA,Groceries,0,135,0,"2025-05-12 19:56:00",0,NULL,0,0,0,0,Low
T0000369,C13631,363.92,PayPal,Tablet,UK,Groceries,0,1211,0,"2026-03-18 19:56:00",0,NULL,0,0,0,0,Low
T0000370,C14921,50.35,"Apple Pay",Desktop,India,Luxury,1,317,0,"2026-01-15 19:56:00",0,NULL,0,0,0,0,Low
T0000371,C22832,146.36,"Credit Card",Mobile,Canada,Electronics,1,1374,1,"2025-09-11 19:56:00",0,NULL,0,0,0,0,Low
T0000372,C27826,11.83,"Google Pay",Tablet,UK,Fashion,0,1528,0,"2025-11-06 19:56:00",0,NULL,0,0,0,0,Low
T0000373,C18085,23.4,"Debit Card",Tablet,India,Travel,1,436,1,"2026-02-08 19:56:00",0,NULL,0,0,0,0,Low
T0000374,C20636,137.96,"Apple Pay",Tablet,Australia,Electronics,0,1681,1,"2026-01-26 19:56:00",0,NULL,0,0,0,0,Low
T0000375,C24163,239.95,"Apple Pay",Desktop,Germany,Electronics,0,823,0,"2025-06-20 19:56:00",0,NULL,0,0,0,0,Low
T0000376,C23093,301.12,"Google Pay",Desktop,Australia,Electronics,0,1337,0,"2026-01-11 19:56:00",0,NULL,0,0,0,0,Low
T0000377,C26199,126.4,"Apple Pay",Desktop,Canada,Electronics,0,1019,0,"2025-07-30 19:56:00",0,28.50,1,0,0,1,Medium
T0000378,C08597,111.45,"Google Pay",Tablet,Australia,Travel,1,697,1,"2025-05-22 19:56:00",0,NULL,0,0,0,0,Low
T0000379,C20032,167.53,"Google Pay",Desktop,Canada,Fashion,0,980,0,"2025-10-12 19:56:00",0,NULL,0,0,0,0,Low
T0000380,C26665,252.96,"Debit Card",Tablet,Germany,Groceries,1,1647,1,"2025-05-21 19:56:00",0,NULL,0,0,0,0,Low
T0000381,C03863,69.19,"Google Pay",Mobile,UK,Travel,1,1312,0,"2025-12-29 19:56:00",0,NULL,0,0,0,0,Low
T0000382,C13705,68.64,"Debit Card",Tablet,India,Travel,0,734,0,"2025-06-29 19:56:00",0,NULL,0,0,0,0,Low
T0000383,C20825,47.09,PayPal,Tablet,UK,Fashion,0,1948,1,"2025-07-29 19:56:00",0,NULL,0,0,0,0,Low
T0000384,C06131,59.03,"Credit Card",Tablet,USA,Travel,1,300,1,"2025-11-20 19:56:00",0,NULL,0,0,0,0,Low
T0000385,C04474,30.94,"Apple Pay",Tablet,Germany,Luxury,1,971,1,"2026-01-21 19:56:00",0,NULL,0,0,0,0,Low
T0000386,C16113,74.72,"Google Pay",Desktop,UK,Electronics,1,463,0,"2025-09-30 19:56:00",0,NULL,0,0,0,0,Low
T0000387,C26080,294.74,"Debit Card",Mobile,Canada,Travel,1,1166,1,"2026-01-08 19:56:00",0,NULL,0,0,0,0,Low
T0000388,C18536,61.06,"Google Pay",Tablet,USA,Groceries,0,792,0,"2025-08-20 19:56:00",0,NULL,0,0,0,0,Low
T0000389,C17762,60.18,"Credit Card",Tablet,UK,Luxury,1,373,1,"2026-04-09 19:56:00",0,NULL,0,0,0,0,Low
T0000390,C27200,373.54,PayPal,Desktop,USA,Groceries,0,1024,1,"2025-05-31 19:56:00",0,NULL,0,0,0,0,Low
